N. Café de Olla 170,N. Café de Olla 85,N. Café de Olla 46,N. Cappuccino Moka,N. Cappuccino Original,N. Clasico 225,N. Clasico 60,N. Clasico 28
0.56,0.2,0.49,0.41,0.65,0.7,0.23,0.84
